time,hip_flexion_r,hip_flexion_r_id,hip_adduction_r,hip_adduction_r_id,hip_rotation_r,hip_rotation_r_id,knee_angle_r,knee_angle_r_id,ankle_angle_r,ankle_angle_r_id,hip_flexion_l,hip_flexion_l_id,hip_adduction_l,hip_adduction_l_id,hip_rotation_l,hip_rotation_l_id,knee_angle_l,knee_angle_l_id,ankle_angle_l,ankle_angle_l_id,
0.405,4.28043,2.62986,-0.662525,-1.7011,-1.14568,-2.92469,-0.226534,-2.35235,-9.94687,-9.1918,3.28309,0.819375,19.0771,15.0276,-4.4967,-2.33293,-3.59757,14.1818,-24.5407,-23.6384,
0.41,3.96598,2.52985,-1.41539,-1.6443,-1.06254,-2.92578,0.433963,-2.28065,-9.97964,-9.17877,1.24473,0.706872,17.4735,15.1193,-4.05214,-2.35487,-0.741552,14.2244,-24.6457,-23.5626,
0.415,3.49718,2.43296,-2.71189,-1.59558,-0.924138,-2.92596,1.42779,-2.22448,-9.99865,-9.1521,-0.86701,0.606562,15.1323,15.1632,-3.59874,-2.37122,-0.682006,14.2421,-24.5616,-23.4812,
0.42,3.23846,2.33358,-3.65216,-1.55758,-0.856258,-2.92075,1.72829,-2.18138,-10.5136,-9.11205,-1.14914,0.533237,13.8038,15.1584,-3.52284,-2.38266,-0.810444,14.2321,-24.9047,-23.3995,
0.425,3.07339,2.22478,-3.97233,-1.52871,-0.852696,-2.91036,2.14317,-2.14146,-10.5819,-9.0696,-1.16831,0.477796,12.7816,15.116,-3.47725,-2.38913,-0.862381,14.2063,-24.7124,-23.3272,
0.43,3.06879,2.1,-3.53171,-1.50787,-0.947194,-2.89732,1.95877,-2.09646,-10.6309,-9.035,-0.403282,0.432305,12.8547,15.0602,-3.56548,-2.3926,-0.849191,14.1804,-24.5647,-23.2731,
0.435,3.30616,1.95588,-1.80313,-1.49915,-1.16303,-2.88325,1.56079,-2.04267,-10.5855,-9.01506,1.66503,0.395959,14.6283,14.9952,-3.89486,-2.39587,-0.709214,14.1555,-24.3152,-23.2353,
0.44,3.48217,1.79941,-0.682893,-1.5185,-1.30274,-2.86834,-0.307131,-1.98681,-10.5362,-9.0113,3.40656,0.355813,16.337,14.9225,-4.16097,-2.40054,-0.407287,14.1351,-24.2554,-23.2081,
0.445,3.53862,1.6454,-0.149331,-1.56966,-1.34607,-2.85035,0.359251,-1.93491,-10.3437,-9.02512,3.8131,0.305618,16.9771,14.8549,-4.15683,-2.40611,-4.04758,14.1251,-24.2562,-23.1893,
0.45,3.55068,1.51097,-0.469023,-1.6463,-1.29361,-2.83096,0.772117,-1.89639,-10.2322,-9.04773,3.80213,0.258057,16.882,14.795,-4.09131,-2.41416,-0.183358,14.1211,-24.2208,-23.178,
