time,hip_flexion_r,hip_flexion_r_id,hip_adduction_r,hip_adduction_r_id,hip_rotation_r,hip_rotation_r_id,ankle_angle_r,ankle_angle_r_id,hip_flexion_l,hip_flexion_l_id,hip_adduction_l,hip_adduction_l_id,hip_rotation_l,hip_rotation_l_id,knee_angle_l,knee_angle_l_id,
4.37,2.98057,1603.11,183.174,-373.204,21.9471,-278.692,-68.1787,-63.4795,-38.288,1822.03,4.30414,-492.962,18.4931,-322.142,3.31778,1419.56,
4.375,3.08336,1617.16,184.634,-361.705,21.6151,-283.167,-69.1791,-65.0291,-38.2424,1857.67,4.27946,-481.227,18.3419,-329.942,3.28263,1444.98,
4.38,3.14128,1515.71,186.055,-335.785,21.2876,-278.858,-69.681,-64.7421,-38.194,1766.43,4.25179,-462.193,18.1868,-315.49,3.24617,1455.35,
4.385,3.15973,1714.29,187.441,-395.735,20.9617,-277.465,-69.4871,-63.4892,-38.1436,1909.96,4.2206,-545.591,18.0289,-330.65,3.20844,1475.9,
4.39,3.13733,1455.76,188.802,-306.072,20.6397,-277.69,-71.4623,-67.6658,-38.0915,1707.21,4.18654,-379.825,17.8691,-321.098,3.16935,1498.32,
4.395,3.08651,1670.71,190.146,-386.088,20.314,-279.636,-71.032,-62.8114,-38.0372,1912.29,4.14948,-573.341,17.7073,-323.61,3.12814,1499.3,
4.4,3.00106,1466,191.469,-293.665,19.9968,-271.375,-72.0323,-68.4479,-37.9815,1666.14,4.1099,-349.679,17.5452,-320.915,3.08465,1544.74,
4.405,2.88978,1682.71,192.785,-386.775,19.6812,-272.722,-71.6717,-63.7833,-37.9227,1888.16,4.06694,-555.571,17.3798,-329.338,3.03901,1538.96,
4.41,2.75523,1424.39,194.095,-293.903,19.3664,-270.857,-71.4626,-67.0157,-37.8634,1685.58,4.0241,-347.33,17.2171,-321.058,2.98887,1557.7,
4.415,2.59895,1674.41,195.401,-369.84,19.0565,-274.59,-71.5017,-66.3502,-37.7959,1830.22,3.97274,-529.169,17.0413,-317.897,2.93405,1578.23,
4.42,2.41413,1451.95,196.706,-301.788,18.7488,-269.97,-73.0944,-69.6059,-37.7396,1696.16,3.93715,-383.969,16.8941,-323.388,2.87355,1597.67,
4.425,2.11435,1556.79,198.024,-336.804,18.4572,-279.504,-73.4759,-69.317,-37.5976,1766.15,3.79358,-456.296,16.5663,-317.601,2.80657,1606.9,
4.43,1.88128,1483.41,199.36,-289.936,18.1616,-266.23,-73.5478,-68.3477,-37.6396,1669.16,3.89201,-367.799,16.6419,-323.383,2.73356,1634.29,
4.435,1.61212,1606.19,200.692,-362.289,17.8704,-275.277,-73.5488,-68.9867,-37.5196,1801.82,3.78358,-516.686,16.3732,-306.633,2.65367,1634.06,
4.44,1.27628,1443.09,202.017,-283.014,17.591,-267.882,-73.6346,-68.9535,-37.4012,1612.33,3.68057,-301.069,16.114,-328.319,2.56728,1668.92,
4.445,1.09649,1613.62,203.416,-344.315,17.3378,-271.485,-73.3212,-67.3678,-37.3845,1767.7,3.71791,-516.073,16.078,-307.508,2.47447,1674.2,
4.45,1.57693,1469.37,204.963,-288.108,17.1733,-266.367,-73.5731,-69.1048,-37.1155,1641.91,3.42145,-337.424,15.511,-320.01,2.37506,1694.12,
4.455,1.44884,1533.06,206.399,-306.353,16.9519,-280.452,-73.6447,-68.6867,-37.26,1697.9,3.68785,-416.986,15.8248,-315.489,2.26963,1706.43,
4.46,1.20509,1500.51,207.563,-295.762,16.7413,-271.394,-74.2121,-69.8138,-37.1056,1652.97,3.56052,-403.085,15.5127,-307.788,2.15832,1726.03,
4.465,0.767099,1510.56,208.85,-302.44,16.5431,-269.132,-74.7838,-70.6623,-36.9245,1673.03,3.39064,-401.823,15.1465,-313.6,2.04178,1737.67,
4.47,0.433901,1469.13,210.105,-266.564,16.1502,-277.33,-76.5876,-73.2396,-36.9163,1617.43,3.46732,-355.827,15.1458,-307.023,1.92035,1753.26,
4.475,-0.215483,1565.74,211.726,-343.517,16.2519,-271.118,-76.7467,-72.1376,-36.6441,1689.52,3.18231,-438.472,14.6003,-317.461,1.79426,1774.32,
4.48,-0.390144,1483.15,212.854,-265.047,15.7823,-268.785,-78.0816,-75.0534,-36.7332,1588.25,3.40182,-350.836,14.8027,-308.593,1.66397,1793.37,
4.485,-1.14111,1470.31,214.471,-268.332,15.9182,-282.733,-78.6054,-75.2942,-36.5722,1621.3,3.27367,-335.004,14.4901,-308.947,1.53028,1790.41,
4.49,-1.52229,1586.4,215.264,-332.94,15.4711,-257.947,-78.2486,-72.7963,-36.4391,1637.84,3.18448,-449.059,14.236,-309.117,1.39342,1831,
4.495,-2.78349,1445.97,216.698,-254.175,15.5676,-289.885,-79.0216,-76.1959,-36.3291,1586.06,3.12629,-317.136,14.0288,-310.514,1.25379,1822.1,
4.5,-2.84322,1526.24,217.827,-282.476,15.1643,-269.517,-79.7648,-77.0834,-36.2105,1591.73,3.05322,-394.056,13.803,-303.417,1.11219,1856.89,
4.505,-3.61539,1437.41,219.193,-248.283,15.4546,-270.418,-79.4425,-75.4441,-36.0924,1559.99,2.9771,-298.213,13.5771,-307.513,0.968896,1853.25,
4.51,-4.08455,1638.94,220.384,-277.588,15.2085,-284.01,-80.7837,-78.1405,-35.9764,1601.67,2.89797,-460.151,13.3531,-303.752,0.824845,1895.27,
4.515,-5.09109,1402.23,221.64,-220.309,15.2699,-270.851,-81.6238,-78.997,-35.8623,1514.25,2.8151,-246.353,13.1307,-308.927,0.679792,1887.71,
4.52,-5.58697,1619.16,222.904,-300.508,15.0872,-274.982,-81.198,-77.9762,-35.749,1593,2.72571,-444.2,12.9069,-300.357,0.534867,1910.23,
4.525,-6.31859,1468.99,224.513,-215.958,15.3149,-276.291,-82.2394,-79.3491,-35.6404,1520.26,2.63245,-298.088,12.689,-302.651,0.39004,1925.73,
4.53,-6.83832,1508.74,225.662,-242.562,15.088,-277.274,-83.7527,-81.0614,-35.5267,1518.74,2.52751,-301.95,12.4588,-310.428,0.245734,1933.21,
4.535,-7.74155,1592.78,227.263,-261.392,15.3821,-281.06,-82.3218,-77.0257,-35.4369,1555.01,2.43375,-419.091,12.2706,-293.062,0.102295,1956.12,
4.54,-8.30031,1470.19,228.479,-228.46,15.2594,-275.155,-83.4652,-80.958,-35.2768,1501.31,2.25506,-282.051,11.8953,-302.432,-0.0400991,1954.97,
4.545,-7.9889,1568.02,229.274,-218.947,15.8277,-282.858,-81.8203,-77.5879,-35.3908,1516.95,2.27076,-352.937,11.9688,-301.61,-0.18119,1990,
4.55,-9.46443,1477.3,230.905,-200.53,15.5219,-285.149,-82.8218,-80.4568,-35.0953,1495.64,1.95857,-282.253,11.3076,-304.846,-0.320855,1983.53,
4.555,-10.6788,1610.55,232.521,-249.22,15.7691,-292.12,-81.3424,-77.9585,-35.3649,1543.6,2.09823,-407.724,11.673,-293.307,-0.459247,2009.06,
4.56,-11.443,1481.92,233.714,-209.596,15.7495,-272.107,-80.6368,-77.93,-35.2311,1489.54,1.89493,-267.071,11.2895,-309.602,-0.595836,2015.04,
4.565,-12.3384,1559.33,235.071,-209.6,15.9823,-287.748,-82.6759,-80.1873,-35.0379,1510.48,1.63013,-345.67,10.7911,-292.811,-0.731301,2025.58,
4.57,-13.2286,1545.36,236.257,-192.943,16.063,-288.936,-81.7702,-78.2159,-35.2787,1498.49,1.73359,-311.597,11.0824,-307.69,-0.86507,2050.3,
4.575,-14.1324,1536.44,237.467,-189.396,16.2998,-284.335,-80.5305,-77.5818,-35.1074,1506.85,1.51343,-326.577,10.6776,-297.174,-0.997589,2048.62,
4.58,-15.0164,1553.25,238.641,-184.674,16.4543,-282.875,-80.1658,-77.4363,-35.0215,1483.77,1.45538,-310.018,10.6047,-303.823,-1.12885,2071.53,
4.585,-15.9463,1540.41,239.828,-170.891,16.6713,-290.996,-80.8968,-78.2616,-34.9126,1503.41,1.28877,-322.671,10.3279,-300.998,-1.25937,2073.56,
4.59,-16.8573,1559,240.991,-173.798,16.8732,-285.807,-80.9372,-77.9854,-34.9217,1481.69,1.23194,-310.882,10.2753,-304.694,-1.3894,2095.06,
4.595,-17.8692,1546.76,242.138,-165.467,17.0835,-287.945,-82.0078,-79.2078,-34.8307,1487.43,1.07098,-307.686,10.0224,-297.663,-1.51925,2092.31,
4.6,-18.7041,1561.69,243.339,-171.585,17.3128,-290.627,-81.2865,-78.1958,-34.8403,1490.44,1.01043,-326.119,9.95526,-301.065,-1.64917,2117.71,
4.605,-19.7192,1510.7,244.484,-138.868,17.5399,-279.213,-80.4326,-77.6491,-34.7214,1465.81,0.821021,-257.917,9.64441,-309.371,-1.7797,2114.46,
4.61,-20.716,1633.74,245.694,-198.024,17.7628,-303.161,-81.1613,-79.4128,-34.8461,1501.55,0.866478,-369.265,9.75852,-284.387,-1.91158,2140.42,
4.615,-21.6689,1506.15,246.886,-133.563,18.0056,-280.642,-81.5837,-79.9477,-34.716,1482.91,0.385669,-235.292,9.42011,-309.354,-2.04445,2135.68,
4.62,-22.68,1584.53,248.141,-159.578,18.232,-290.85,-85.2323,-83.7565,-34.8231,1495.64,0.298276,-314.785,9.33557,-299.801,-2.17688,2158.5,
4.625,-23.6658,1539.26,249.406,-109.616,18.4756,-296.466,-84.2117,-80.3269,-34.8947,1458.79,0.0426717,-210.626,9.12473,-308.02,-2.31434,2169.63,
4.63,-24.622,1624.94,250.719,-197.989,18.7221,-277.889,-82.4675,-79.1004,-34.9258,1542.39,0.21079,-378.68,9.28543,-295.072,-2.45211,2171.86,
4.635,-25.6742,1546.28,252.049,-101.348,18.9441,-299.059,-86.3448,-83.5676,-34.7394,1475.55,-0.271102,-198.299,8.72834,-312.832,-2.59223,2188.64,
4.64,-26.069,1586.63,253.207,-149.311,19.3365,-291.502,-87.1484,-83.7758,-34.9656,1515.65,0.0463727,-318.834,9.13186,-297.133,-2.73565,2193.81,
4.645,-27.4061,1554.22,254.776,-78.9767,19.4725,-299.754,-89.0869,-85.4293,-34.7915,1481.79,-0.432688,-194.653,8.58984,-315.527,-2.88169,2209.16,
4.65,-28.4895,1636.1,256.243,-184.966,19.6785,-282.382,-88.3358,-84.1444,-34.9603,1534.14,-0.178811,-353.786,8.882,-292.888,-3.03115,2213.62,
4.655,-29.4429,1548.83,257.727,-84.7249,19.9052,-307.673,-90.742,-87.3327,-34.8043,1501.46,-0.61146,-209.856,8.39012,-311.134,-3.18427,2222.99,
4.66,-30.3977,1596.8,259.24,-120.722,20.1144,-296.28,-89.4385,-85.9377,-34.9393,1520.02,-0.350822,-276.237,8.61866,-303.077,-3.34126,2235.96,
4.665,-31.3819,1576.9,260.686,-98.5524,20.3211,-298.741,-89.5561,-86.4772,-34.7918,1514.26,-0.738875,-250.041,8.17889,-305.162,-3.50203,2242.55,
4.67,-32.3246,1592.81,262.186,-105.89,20.5148,-300.15,-91.3508,-88.6788,-34.9235,1529.44,-0.495993,-259.565,8.40039,-304.355,-3.6668,2252.54,
4.675,-33.3074,1592.34,263.637,-89.8478,20.6867,-301.428,-90.844,-88.1052,-34.7772,1519.99,-0.868627,-235.166,7.95839,-305.756,-3.83549,2262.56,
4.68,-34.2125,1601.83,264.987,-96.8143,20.8628,-299.846,-91.9688,-89.4818,-34.895,1523.76,-0.654497,-219.556,8.1492,-310.389,-4.00915,2275.02,
4.685,-35.0972,1589.5,266.384,-83.9684,21.0166,-304.927,-93.6482,-90.8623,-34.7596,1533.96,-0.975178,-228.543,7.76746,-307.655,-4.18418,2282.09,
4.69,-35.9617,1597.66,267.707,-91.7721,21.1479,-299.514,-93.4958,-89.9798,-34.8631,1541.11,-0.786541,-215.955,7.90774,-307.259,-4.36292,2289.86,
4.695,-36.8478,1594.74,268.939,-74.0529,21.2678,-306.592,-92.8094,-89.0821,-34.5723,1549.25,-1.14754,-223.109,7.62827,-304.998,-4.54412,2299.95,
4.7,-37.6318,1609.8,270.109,-76.5123,21.3834,-296.834,-93.4113,-89.764,-34.7594,1527.36,-0.969155,-191.404,7.64828,-319.806,-4.72752,2313.16,
4.705,-38.4144,1599.17,271.193,-70.5023,21.4738,-313.353,-94.0741,-90.376,-34.6692,1568,-1.16635,-214.653,7.3996,-307.55,-4.9117,2319.49,
4.71,-39.2808,1592.36,272.171,-69.4183,21.5387,-298.866,-93.4757,-89.4446,-34.6983,1533.73,-1.13334,-196.851,7.37597,-311.164,-5.09656,2331.61,
4.715,-40.1078,1619.98,273.04,-68.6321,21.5868,-306.128,-94.7352,-91.3993,-34.6377,1566.4,-1.26907,-197.229,7.19769,-315.658,-5.28113,2332.26,
4.72,-40.825,1602.59,273.873,-49.0883,21.6282,-304.72,-94.634,-90.7695,-34.6485,1541.65,-1.29665,-178.935,7.13222,-318.425,-5.46446,2348.61,
4.725,-41.5963,1618.02,274.573,-63.0919,21.6498,-300.043,-95.416,-92.1646,-34.6228,1559.38,-1.39153,-184.85,7.00981,-320.476,-5.64591,2356.91,
4.73,-42.3033,1619.76,275.166,-47.3336,21.6657,-312.491,-96.7716,-93.6788,-34.617,1551.92,-1.46026,-192.17,6.91919,-311.9,-5.82485,2365.4,
4.735,-42.9933,1618.14,275.665,-53.5006,21.6729,-307.019,-97.257,-93.6869,-34.6146,1568.79,-1.51169,-172.885,6.85535,-320.862,-6.00078,2374.29,
4.74,-43.7231,1610.64,276.079,-44.2085,21.6527,-305.3,-99.0342,-95.7937,-34.6399,1558.17,-1.56255,-171.292,6.80062,-319.181,-6.17316,2381.22,
4.745,-44.3864,1638.75,276.426,-50.723,21.6376,-316.25,-99.4432,-95.5297,-34.6158,1578.57,-1.70778,-172.385,6.66285,-321.916,-6.34179,2388.97,
4.75,-45.095,1607.67,276.701,-37.4413,21.6111,-311.163,-101.511,-98.1777,-34.6028,1563.63,-1.82592,-157.713,6.55671,-317.821,-6.50604,2399.97,
4.755,-45.818,1634.49,276.818,-48.7459,21.5828,-314.848,-101.741,-96.9895,-34.6059,1587.18,-1.92133,-176.848,6.47441,-319.244,-6.66599,2403.09,
4.76,-46.4725,1609.92,276.868,-38.2216,21.5654,-313.14,-102.354,-98.364,-34.6198,1573.17,-2.01659,-161.321,6.39278,-322.837,-6.82147,2416.48,
4.765,-47.197,1640.85,276.852,-39.2772,21.5312,-318.842,-103.403,-99.4617,-34.6305,1589.85,-2.11271,-175.517,6.31517,-318.941,-6.97235,2413.99,
4.77,-47.923,1629.99,276.769,-43.5083,21.5032,-310.209,-104.022,-99.7086,-34.6417,1572.95,-2.21092,-148.367,6.24061,-326.143,-7.11837,2430.87,
4.775,-48.6733,1624.43,276.626,-38.6566,21.4769,-324.388,-105.66,-102.074,-34.6572,1598.28,-2.31667,-183.872,6.16832,-317.247,-7.25933,2432.49,
4.78,-49.3805,1644.49,276.436,-41.1347,21.4649,-318.22,-107.443,-103.982,-34.6292,1575.09,-2.4403,-144.696,6.11649,-327.03,-7.39564,2445.93,
4.785,-50.2272,1625.71,276.142,-33.9557,21.4509,-322.121,-108.076,-103.886,-34.6777,1618.31,-2.52228,-166,6.05064,-328.053,-7.52709,2445.13,
4.79,-51.0737,1638.86,275.822,-45.1311,21.4365,-316.664,-108.718,-104.456,-34.7151,1580.2,-2.62031,-161.367,5.99446,-320.898,-7.65303,2460.45,
4.795,-51.9397,1653.51,275.443,-29.2076,21.4344,-319.353,-110.092,-106.479,-34.7477,1598.42,-2.71654,-162.31,5.94477,-326.288,-7.77418,2459.54,
4.8,-52.8575,1637.69,275.03,-48.3747,21.4354,-322.204,-110.349,-105.007,-34.7858,1611.81,-2.81358,-152.305,5.90054,-325.593,-7.8893,2471.52,
4.805,-53.8276,1642.16,274.585,-28.9075,21.4459,-321.896,-111.847,-107.977,-34.8254,1603.75,-2.9031,-165.387,5.86178,-325.782,-7.99905,2476.93,
4.81,-54.8062,1653.77,274.067,-33.433,21.4646,-328.027,-112.389,-107.877,-34.8752,1614.63,-2.99847,-154.187,5.83008,-324.512,-8.10318,2474.65,
4.815,-55.8613,1650.59,273.511,-39.6507,21.4806,-317.565,-113.59,-109.482,-34.912,1590.99,-3.0869,-157.445,5.80567,-331.046,-8.20102,2497.5,
4.82,-56.8938,1629.84,272.885,-23.378,21.5284,-327.143,-114.418,-110.015,-34.9675,1657.04,-3.17724,-153.358,5.78591,-325.284,-8.29272,2475.49,
4.825,-58.0234,1666.26,272.255,-38.5609,21.556,-317.793,-115.142,-110.584,-35.03,1574.14,-3.26773,-150.582,5.77458,-334.513,-8.37798,2511.82,
4.83,-59.2447,1646.86,271.497,-23.1873,21.5921,-331.216,-117.262,-113.577,-35.095,1643.6,-3.35413,-151.124,5.76864,-326.642,-8.45635,2492.05,
4.835,-60.4567,1654.7,270.704,-25.9691,21.6332,-321.652,-117.519,-112.064,-35.1583,1605.59,-3.44199,-148.936,5.76992,-332.928,-8.52769,2511.76,
4.84,-61.6789,1656.71,269.855,-21.7316,21.6808,-326.35,-118.597,-114.44,-35.2361,1628.22,-3.5352,-143.661,5.77883,-325.195,-8.58695,2505.49,
4.845,-63.0115,1656.97,268.927,-13.6396,21.7169,-331.508,-119.637,-115.374,-35.3072,1621.12,-3.61466,-144.359,5.79308,-334.606,-8.64862,2515.42,
4.85,-64.2458,1659.54,267.934,-17.8536,21.7695,-324.962,-121.239,-117.436,-35.3975,1621.32,-3.70808,-142.12,5.81679,-323.981,-8.69755,2513.6,
4.855,-65.577,1651.9,266.86,-13.7811,21.8092,-329.251,-122.61,-118.64,-35.4993,1656.1,-3.80248,-136.814,5.88331,-340.209,-8.73887,2515.92,
4.86,-66.9309,1671.14,265.703,-6.89908,21.8483,-326.085,-123.909,-120.007,-35.5708,1598.18,-3.88681,-139.835,5.88358,-330.684,-8.77202,2534.26,
4.865,-68.0592,1668.43,264.386,-4.75264,21.9768,-334.28,-125.239,-121.377,-35.6739,1643.9,-3.98093,-129.621,5.93001,-335.673,-8.79731,2517.39,
4.87,-69.5959,1662.35,263.148,-7.6093,21.9397,-320.626,-126.447,-122.488,-35.7846,1621.53,-4.07434,-134.615,6.01443,-331.987,-8.81384,2532.51,
4.875,-71.0195,1687.68,261.793,9.25788,21.958,-334.016,-127.536,-123.357,-35.9006,1623.21,-4.17155,-128.047,6.0797,-338.952,-8.8217,2531.49,
4.88,-72.4377,1658.3,260.359,1.14723,21.9854,-330.444,-128.489,-123.639,-36.0522,1646.5,-4.26979,-126.311,6.19752,-338.923,-8.82066,2530.21,
4.885,-73.835,1674.02,258.829,5.62839,22.0267,-329.889,-131.501,-127.226,-36.2188,1624.93,-4.36642,-134.064,6.33685,-337.094,-8.81026,2536.39,
4.89,-75.2902,1671.89,257.276,13.3979,22.0519,-340.243,-132.669,-128.486,-36.3897,1649.78,-4.46088,-121.263,6.49114,-335.358,-8.7896,2529.93,
4.895,-76.641,1671,255.671,4.12838,22.099,-325.31,-132.873,-128.774,-36.5568,1639.71,-4.5656,-127.619,6.63764,-340.565,-8.76145,2538.28,
4.9,-78.0922,1688.27,253.99,8.66413,22.1323,-332.79,-133.502,-129.813,-36.7302,1646.29,-4.66226,-111.189,6.79181,-345.894,-8.72347,2536.97,
4.905,-79.4058,1668.27,252.284,17.9025,22.1854,-339.506,-137.822,-134.934,-36.9097,1639.98,-4.75395,-141.407,6.94486,-335.425,-8.67974,2541.97,
4.91,-80.8522,1686.9,250.59,12.1678,22.2041,-332.861,-136.553,-130.881,-37.0736,1655.22,-4.83767,-110.834,7.10033,-341.093,-8.62945,2528.63,
4.915,-82.084,1693.68,248.869,-0.936248,22.253,-327.624,-138.983,-135.941,-37.2596,1638.39,-4.87005,-134.642,7.28597,-344.48,-8.57561,2544.27,
4.92,-83.5542,1695.22,247.067,30.9481,22.2708,-340.406,-137.445,-134.051,-37.4284,1649.76,-4.99308,-110.248,7.4204,-343.333,-8.5129,2538.15,
4.925,-84.7836,1684.52,245.402,6.63519,22.3252,-333.235,-140.051,-137.135,-37.6106,1656.19,-5.05813,-144.396,7.58661,-333.413,-8.44698,2530.88,
4.93,-86.1071,1702.39,243.605,21.9156,22.3185,-335.797,-140.45,-137.166,-37.7868,1651.23,-5.11594,-111.547,7.75846,-346.609,-8.37651,2537.77,
4.935,-87.2979,1691.19,241.919,22.9024,22.3429,-337.783,-142.625,-139.02,-37.9654,1659.94,-5.16778,-141.403,7.93536,-337.888,-8.30078,2531.51,
4.94,-88.4803,1705.73,240.229,13.492,22.3665,-333.498,-142.514,-138.322,-38.1457,1657.34,-5.20723,-114.496,8.12017,-341.913,-8.21869,2529.76,
4.945,-89.6231,1698.99,238.554,31.2398,22.3829,-337.487,-144.111,-140.301,-38.3301,1664.65,-5.22889,-138.659,8.31261,-340.401,-8.1334,2530.3,
4.95,-90.6802,1704.62,236.972,21.4425,22.4207,-332.375,-142.902,-139.175,-38.5147,1662.35,-5.23291,-119.754,8.51951,-338.512,-8.04579,2525.45,
4.955,-91.9348,1731.33,235.489,32.5662,22.4057,-337.725,-144.758,-141.825,-38.7076,1660.77,-5.21258,-124.053,8.73854,-343.425,-7.9484,2525.2,
4.96,-92.9181,1687.61,233.748,26.1571,22.4522,-332.71,-143.041,-138.521,-38.905,1668.9,-5.17994,-131.197,8.9682,-334.427,-7.84251,2513.03,
4.965,-93.5463,1730.86,232.143,42.2219,22.553,-339.584,-146.36,-142.647,-39.0948,1666.09,-5.13298,-127.128,9.21,-340.087,-7.72728,2516.81,
4.97,-94.5115,1726.71,230.635,30.2258,22.5799,-333.985,-145.449,-141.696,-39.3033,1663.46,-5.08298,-110.171,9.45759,-344.367,-7.60246,2513.55,
4.975,-95.4191,1721.55,229.267,39.4702,22.581,-335.697,-147.368,-143.169,-39.5062,1672.69,-5.02904,-124.605,9.71073,-338.241,-7.46789,2507.7,
4.98,-96.0921,1717.85,227.743,42.6766,22.6663,-336.886,-147.139,-142.63,-39.7116,1681.24,-4.97991,-123.642,9.96598,-339.566,-7.32163,2502.48,
4.985,-96.8744,1725.71,226.148,42.0179,22.7189,-336.461,-149.767,-146.147,-39.9118,1666.8,-4.93173,-107.377,10.222,-343.161,-7.16617,2497.45,
4.99,-97.4441,1730.39,224.628,49.7992,22.7752,-333.452,-147.054,-141.709,-40.1124,1685.65,-4.89775,-124.875,10.4797,-338.801,-6.99706,2491.99,
4.995,-97.9629,1712.75,223.085,50.3927,22.8294,-336.209,-148.644,-145.903,-40.3145,1682.35,-4.86725,-114.905,10.7374,-338.537,-6.81634,2483.45,
5,-98.417,1745.18,221.5,48.6075,22.8835,-335.785,-150.189,-146.453,-40.5126,1675.34,-4.8429,-112.235,10.9984,-343.939,-6.62336,2481.85,
5.005,-98.7732,1725.22,219.894,55.9914,22.9298,-336.095,-149.143,-145.32,-40.708,1688.76,-4.82435,-112.571,11.2627,-337.981,-6.41864,2469.68,
5.01,-99.0901,1738.32,218.232,51.4176,22.9739,-337.202,-150.227,-147.889,-40.9068,1684.11,-4.81185,-115.194,11.5306,-337.908,-6.20469,2464.26,
5.015,-99.3071,1737.05,216.546,62.3306,23.0196,-335.606,-149.199,-145.536,-41.1116,1690.65,-4.80566,-111.012,11.8015,-339.426,-5.982,2458.17,
5.02,-99.398,1741.92,214.857,44.5598,23.0609,-332.959,-150.072,-146.96,-41.3098,1682.81,-4.80018,-116.679,12.0776,-335.278,-5.75141,2449.29,
5.025,-99.4971,1746.28,213.079,53.7627,23.1002,-329.101,-150.314,-146.7,-41.5072,1681.4,-4.79899,-110.063,12.3582,-336.581,-5.51214,2442.11,
5.03,-99.5988,1730.64,211.25,58.6612,23.1357,-341.93,-150.512,-149.101,-41.7081,1709.92,-4.80299,-124.9,12.6435,-332.332,-5.26475,2422.53,
5.035,-99.487,1750.85,209.453,44.1457,23.1806,-324.504,-149.663,-145.891,-41.9074,1673.75,-4.80582,-114.233,12.9333,-335.467,-5.00891,2429.02,
5.04,-99.309,1740.19,207.494,60.3826,23.2314,-341.786,-149.508,-147.331,-42.1111,1704.44,-4.80516,-130.855,13.2273,-328.15,-4.74523,2406.02,
5.045,-98.7353,1745.34,205.701,46.326,23.367,-332.008,-149.217,-146.546,-42.3089,1702.79,-4.8047,-120.676,13.5284,-334.558,-4.47406,2401.4,
5.05,-98.8753,1761.3,204.022,45.9697,23.3438,-326.723,-148.519,-145.865,-42.5116,1685.47,-4.79792,-132.354,13.8332,-333.232,-4.18022,2392.55,
5.055,-98.5938,1730.23,201.979,51.4841,23.4258,-336.582,-147.719,-144.303,-42.7101,1717.41,-4.79282,-140.166,14.1442,-320.808,-3.81395,2371.23,
5.06,-97.9682,1772.15,200.251,33.6129,23.5451,-326.088,-147.109,-145.077,-42.9088,1688.56,-4.77934,-127.34,14.4611,-337.116,-3.6151,2375.15,
5.065,-97.4483,1739.3,198.204,46.236,23.6899,-335.821,-146.414,-143.537,-43.1169,1716.58,-4.76055,-153.322,14.7791,-316.141,-3.31211,2343.75,
5.07,-96.846,1759.97,196.521,28.5366,23.8086,-322.887,-145.149,-141.354,-43.3092,1693.5,-4.73793,-146.053,15.1038,-328.92,-3.00087,2346.43,
5.075,-96.3537,1764.62,194.748,33.9272,23.927,-331.642,-144.353,-141.073,-43.4961,1708.76,-4.70505,-156.315,15.434,-320.697,-2.68076,2325.12,
5.08,-95.7706,1765.11,192.994,26.0194,24.0758,-320.347,-143.566,-140.32,-43.7278,1698.62,-4.65496,-150.278,15.7572,-323.353,-2.35015,2315.42,
5.085,-95.1075,1763.32,191.3,18.6616,24.2681,-331.73,-142.787,-139.918,-43.895,1710.98,-4.62626,-184.175,16.0989,-315.658,-2.00496,2297.62,
5.09,-94.3677,1727.38,189.628,40.1271,24.4762,-325.493,-142.135,-141.207,-44.0791,1694.09,-4.58774,-145.783,16.4393,-316.48,-1.64083,2272.88,
5.095,-93.6395,1813.3,187.981,-27.9587,24.7066,-311.234,-140.028,-136.124,-44.2628,1710.63,-4.54469,-215.03,16.7856,-319.862,-1.25182,2290.29,
5.1,-92.7591,1717.99,186.386,40.4124,24.9609,-329.113,-139.489,-139.842,-44.4444,1683.38,-4.50166,-136.852,17.1382,-308.002,-0.832106,2230.71,
5.105,-91.9987,1780.03,184.798,-27.7997,25.2099,-306.902,-138.626,-134.698,-44.6337,1738.41,-4.45888,-233.892,17.4966,-316.065,-0.377664,2248.05,
5.11,-91.1156,1734.73,183.242,28.9651,25.5052,-328.91,-137.952,-138.238,-44.8206,1689.74,-4.41082,-173.931,17.8635,-305.084,0.112063,2209.9,
5.115,-90.4351,1770.83,181.788,-18.6017,25.7453,-307.597,-137.431,-137.574,-45.0121,1704.92,-4.3767,-204.284,18.2407,-319.494,0.633362,2208.69,
5.12,-89.1752,1726.42,180.096,16.2765,26.167,-318.94,-136.897,-136.841,-45.2036,1690.96,-4.34187,-176.035,18.6195,-303.69,1.17948,2174.19,
5.125,-88.5346,1787.01,178.732,-42.3213,26.4109,-310.891,-136.177,-135.335,-45.3925,1723.5,-4.31707,-247.637,19.0035,-301.42,1.74174,2179.47,
5.13,-87.3606,1710.05,177.179,-4.00326,26.7875,-309.302,-135.365,-135.081,-45.5917,1685.31,-4.29833,-194.048,19.3845,-299.934,2.31284,2136.94,
5.135,-86.3201,1780.92,175.62,-28.5927,27.1536,-303.574,-134.29,-133.531,-45.7831,1694.18,-4.29976,-211.868,19.7717,-304.199,2.88589,2138.39,
5.14,-85.2728,1712.34,174.109,-23.7731,27.5162,-309.486,-133.249,-133.336,-46.005,1707.77,-4.28553,-229.243,20.1359,-292.377,3.4519,2099.13,
5.145,-84.2315,1784.31,172.535,-41.5115,27.8988,-296.68,-132.216,-131.099,-46.2814,1674.73,-4.34681,-212.035,20.5711,-302.7,4.00691,2109.78,
5.15,-83.1402,1740.21,170.987,-51.8288,28.2818,-294.59,-131.114,-130.074,-46.5163,1693.46,-4.18802,-230.701,20.8017,-289.955,4.54962,2064.81,
