time,hip_flexion_r,hip_flexion_r_id,hip_adduction_r,hip_adduction_r_id,hip_rotation_r,hip_rotation_r_id,knee_angle_r,knee_angle_r_id,knee_adduction_r,knee_adduction_r_id,ankle_angle_r,ankle_angle_r_id,hip_flexion_l,hip_flexion_l_id,hip_adduction_l,hip_adduction_l_id,hip_rotation_l,hip_rotation_l_id,knee_angle_l,knee_angle_l_id,knee_adduction_l,knee_adduction_l_id,ankle_angle_l,ankle_angle_l_id,
1.98,-20.9783,-30.3817,-5.2282,-2.52623,3.16658,-42.1958,50.3055,70.07,28.6712,45.9681,-11.5603,-18.5951,-42.4887,-33.0934,-13.5234,-23.7942,17.9012,-49.7021,-0.162969,34.4496,8.03395,51.1493,-38.6137,-46.7788,
1.985,-21.0955,-29.7891,-4.99775,-2.30546,3.05088,-42.5592,50.5619,70.1018,28.6757,46.4024,-11.3427,-18.5305,-42.6052,-32.8695,-13.2637,-23.4209,17.8574,-49.9585,0.0520389,34.0052,8.04297,51.4826,-38.6015,-46.6761,
1.99,-20.9118,-29.236,-3.73181,-2.09484,2.69439,-42.9389,50.7275,70.0808,28.6213,46.8655,-11.2041,-18.4546,-42.7335,-32.5911,-12.6417,-22.9966,17.7812,-50.2786,0.207817,33.7953,8.00919,51.8457,-38.5661,-46.6201,
1.995,-21.2864,-28.7429,-3.72894,-1.90583,2.80742,-43.3272,50.8087,70.0376,28.551,47.3469,-11.0082,-18.3662,-43.0774,-32.2872,-12.9365,-22.549,17.908,-50.6712,0.282208,33.8868,7.94071,52.2467,-38.3777,-46.6165,
2,-21.5832,-28.3175,-3.27772,-1.74626,2.68242,-43.717,50.7734,69.9819,28.4108,47.8357,-10.8808,-18.2628,-43.2975,-32.0096,-12.6197,-22.1256,17.8608,-51.1148,0.287913,34.263,7.84977,52.6704,-38.1821,-46.6677,
2.005,-22.0993,-27.97,-3.19783,-1.62668,2.71634,-44.0902,50.661,69.8847,28.231,48.311,-10.7422,-18.1493,-43.4772,-31.8026,-12.2712,-21.7686,17.7566,-51.572,0.227449,34.8298,7.74451,53.0876,-37.9542,-46.7732,
2.01,-22.7227,-27.704,-3.31903,-1.55543,2.60364,-44.4359,50.4924,69.7129,28.0035,48.761,-10.6525,-18.0321,-43.5673,-31.6856,-11.5061,-21.5003,17.4947,-51.9931,0.115764,35.4619,7.63112,53.4555,-37.7779,-46.92,
2.015,-23.105,-27.5113,-2.64196,-1.53356,2.34259,-44.7485,50.2701,69.4372,27.7275,49.1802,-10.6213,-17.9123,-43.4618,-31.6515,-10.1715,-21.322,17.0534,-52.3403,-0.0333169,36.0561,7.5142,53.7414,-37.6741,-47.0879,
2.02,-23.3155,-27.3847,-2.05167,-1.55482,2.05723,-45.0224,50.02,69.037,27.4391,49.5641,-10.6202,-17.7881,-43.4346,-31.6817,-9.2708,-21.2193,16.7143,-52.6035,-0.215482,36.5625,7.39738,53.9404,-37.5702,-47.2542,
2.025,-23.5552,-27.3102,-1.6367,-1.60998,1.9053,-45.2567,49.757,68.5172,27.1627,49.9105,-10.6326,-17.6592,-43.4976,-31.7552,-8.01329,-21.1732,16.3639,-52.7897,-0.4208,36.9699,7.28313,54.0657,-37.4325,-47.3949,
2.03,-23.7515,-27.2515,-1.78732,-1.68452,1.81597,-45.4593,49.5065,67.8954,26.9281,50.2255,-10.6454,-17.5253,-43.5031,-31.8581,-7.88777,-21.1612,16.2363,-52.9069,-0.642214,37.2666,7.17178,54.13,-37.2226,-47.5015,
2.035,-23.5752,-27.1588,-0.938068,-1.76517,1.439,-45.6384,49.2825,67.1909,26.7189,50.5166,-10.7274,-17.3905,-43.3037,-31.968,-7.41041,-21.1583,15.7637,-52.9715,-0.85792,37.4546,7.06177,54.1517,-37.086,-47.5753,
2.04,-23.5026,-26.997,-0.956642,-1.84202,1.18836,-45.7859,49.1186,66.4299,26.5803,50.7757,-10.7999,-17.2571,-43.2076,-32.0545,-7.51953,-21.1378,15.4577,-53.0111,-1.07755,37.5539,6.94837,54.1577,-36.9229,-47.6176,
2.045,-23.6636,-26.7537,-1.57509,-1.90771,1.1489,-45.8953,48.9953,65.6554,26.5059,50.9936,-10.8607,-17.1277,-43.185,-32.1057,-8.09875,-21.081,15.2413,-53.0375,-1.30447,37.5818,6.8296,54.159,-36.6824,-47.6305,
2.05,-23.1401,-26.4308,-0.587177,-1.95859,0.583792,-45.9771,48.8806,64.9177,26.4314,51.1771,-11.0606,-17.0015,-42.7891,-32.118,-7.45024,-20.9824,14.7359,-53.0488,-1.52234,37.5297,6.7098,54.1535,-36.5721,-47.6189,
2.055,-22.7034,-26.0512,0.144844,-1.99686,0.060585,-46.0472,48.8013,64.2362,26.3854,51.3397,-11.2886,-16.8826,-42.3507,-32.0932,-6.8353,-20.8464,14.2145,-53.0369,-1.74331,37.372,6.59361,54.1355,-36.5395,-47.5854,
2.06,-22.1926,-25.647,0.812828,-2.02662,-0.439907,-46.1166,48.7344,63.601,26.3643,51.4912,-11.4863,-16.7787,-41.9312,-32.0427,-6.4675,-20.6773,13.7533,-52.9991,-1.97221,37.0952,6.48661,54.1039,-36.5251,-47.5331,
2.065,-21.7537,-25.2444,1.28922,-2.05543,-0.885794,-46.1824,48.6399,63.0077,26.3436,51.6294,-11.6601,-16.686,-41.4941,-31.9772,-6.18454,-20.4772,13.2961,-52.9469,-2.19772,36.7157,6.39124,54.0703,-36.5323,-47.4653,
2.07,-21.1169,-24.8673,2.03105,-2.09018,-1.42325,-46.2381,48.4783,62.4701,26.2963,51.7511,-11.8137,-16.5939,-40.9807,-31.9046,-5.83054,-20.2496,12.801,-52.8804,-2.40337,36.2546,6.30526,54.0332,-36.5795,-47.3817,
2.075,-20.6107,-24.5444,2.38195,-2.13877,-1.75263,-46.2808,48.2359,62.002,26.2202,51.8552,-11.9023,-16.4949,-40.543,-31.8235,-5.87232,-19.9974,12.3648,-52.7938,-2.5783,35.7465,6.22185,53.984,-36.5753,-47.2678,
2.08,-20.0724,-24.3058,2.63603,-2.20423,-1.99811,-46.3123,47.909,61.6032,26.1003,51.9429,-11.9289,-16.392,-40.0899,-31.7411,-6.10281,-19.7282,11.8923,-52.6765,-2.70937,35.2107,6.13335,53.9073,-36.4851,-47.1118,
2.085,-19.7793,-24.1545,2.24258,-2.28511,-1.94998,-46.3482,47.4618,61.2762,25.936,52.029,-11.8905,-16.2925,-39.7626,-31.6677,-6.89341,-19.4525,11.5171,-52.5279,-2.79389,34.6513,6.03177,53.7986,-36.2136,-46.9131,
2.09,-19.2869,-24.0803,2.27734,-2.38193,-2.00693,-46.4018,46.9036,61.0249,25.708,52.1298,-11.8451,-16.2015,-39.2636,-31.6149,-7.24273,-19.1785,10.9754,-52.3499,-2.8171,34.0616,5.9119,53.661,-35.8692,-46.6808,
2.095,-18.8138,-24.0653,1.98012,-2.49163,-1.93158,-46.4759,46.2619,60.8436,25.4415,52.2504,-11.7417,-16.1146,-38.618,-31.5921,-7.51891,-18.9163,10.3242,-52.1399,-2.77859,33.4264,5.76993,53.4956,-35.4422,-46.4294,
2.1,-18.1596,-24.1009,1.96053,-2.60359,-1.93682,-46.5661,45.5625,60.7026,25.1382,52.387,-11.6266,-16.035,-37.7356,-31.603,-7.36206,-18.6727,9.47843,-51.8939,-2.67936,32.7424,5.60544,53.3,-34.9865,-46.1696,
2.105,-17.5066,-24.1706,1.9135,-2.7039,-1.8997,-46.6742,44.8399,60.5592,24.8273,52.5397,-11.4892,-15.9677,-36.7576,-31.6444,-7.18885,-18.4504,8.5675,-51.6211,-2.53285,32.0168,5.42384,53.0823,-34.4909,-45.9107,
2.11,-16.8007,-24.2615,2.05956,-2.78261,-1.84104,-46.7899,44.1307,60.3798,24.5364,52.6973,-11.322,-15.918,-35.7385,-31.7108,-7.04581,-18.2512,7.64772,-51.3333,-2.3592,31.2615,5.23685,52.853,-33.9135,-45.6571,
2.115,-16.2919,-24.348,1.70768,-2.83344,-1.6473,-46.8978,43.4485,60.1473,24.2925,52.8455,-11.1349,-15.8831,-34.7436,-31.7924,-7.31653,-18.0688,6.81835,-51.0371,-2.18077,30.4933,5.06315,52.6163,-33.2425,-45.4075,
2.12,-15.9187,-24.392,1.16881,-2.84905,-1.43846,-46.9845,42.8512,59.858,24.1192,52.9695,-10.9478,-15.8571,-33.6932,-31.8779,-7.63757,-17.8911,6.01244,-50.7283,-2.01578,29.7148,4.92464,52.3614,-32.5038,-45.1618,
2.125,-15.6035,-24.3615,0.74559,-2.82712,-1.39855,-47.0374,42.4111,59.5099,24.0364,53.055,-10.7982,-15.8371,-32.4433,-31.9503,-7.43699,-17.7075,5.11202,-50.4014,-1.87374,28.9277,4.84281,52.0784,-31.8433,-44.9214,
2.13,-15.35,-24.2361,0.413799,-2.76984,-1.45765,-47.049,42.1787,59.1044,24.0649,53.0946,-10.6731,-15.8189,-31.1825,-31.9944,-7.16148,-17.5084,4.27131,-50.0591,-1.77454,28.141,4.83576,51.7686,-31.2677,-44.6802,
2.135,-15.1914,-24.0104,0.08634,-2.68034,-1.72445,-47.0236,42.2064,58.6571,24.2096,53.0923,-10.5971,-15.8009,-29.7503,-32.0027,-6.3206,-17.2873,3.3435,-49.7106,-1.72269,27.3585,4.91866,51.4412,-30.9002,-44.4331,
2.14,-15.1197,-23.6982,-0.276163,-2.56397,-2.15393,-46.9729,42.5077,58.2076,24.4689,53.0583,-10.561,-15.7843,-28.2702,-31.9745,-5.21144,-17.0444,2.41397,-49.3671,-1.72886,26.5833,5.10144,51.112,-30.7482,-44.1779,
2.145,-15.1284,-23.3353,-0.551167,-2.43287,-2.76646,-46.9076,43.0582,57.7921,24.8259,53.0035,-10.5671,-15.7746,-26.7871,-31.9275,-3.89994,-16.7908,1.5124,-49.0367,-1.79746,25.8243,5.38984,50.7952,-30.84,-43.9168,
2.15,-15.2214,-22.9652,-0.809319,-2.30232,-3.44847,-46.8404,43.8035,57.432,25.2603,52.9445,-10.5929,-15.7755,-25.4428,-31.8906,-2.85527,-16.5478,0.810575,-48.7315,-1.9359,25.0923,5.7824,50.5089,-31.098,-43.6634,
2.155,-15.7681,-22.6278,-2.16085,-2.18123,-3.9809,-46.7792,44.6861,57.146,25.7529,52.891,-10.6117,-15.7844,-24.77,-31.8792,-3.34689,-16.3309,0.360446,-48.4757,-2.13617,24.409,6.27062,50.277,-31.4648,-43.4362,
2.16,-16.037,-22.3541,-2.52981,-2.07459,-4.78668,-46.733,45.5901,56.9428,26.2235,52.8535,-10.7318,-15.8004,-23.8029,-31.8891,-3.00653,-16.1444,-0.0885935,-48.2934,-2.38027,23.7976,6.83691,50.1182,-31.9699,-43.2525,
2.165,-16.3132,-22.1617,-2.92699,-1.99086,-5.57255,-46.7059,46.4997,56.8238,26.6701,52.8377,-10.9085,-15.8252,-23.0859,-31.9004,-3.04287,-15.9843,-0.389044,-48.19,-2.64475,23.2799,7.45493,50.0345,-32.5984,-43.1114,
2.17,-16.3086,-22.0455,-2.68255,-1.93069,-6.5536,-46.6999,47.3835,56.7958,27.0663,52.8455,-11.1565,-15.8557,-22.479,-31.8998,-2.85124,-15.8435,-0.700127,-48.1556,-2.90067,22.857,8.09565,50.0146,-33.3967,-43.0059,
2.175,-16.2102,-21.9787,-2.23531,-1.8852,-7.48247,-46.7258,48.2028,56.8699,27.4027,52.8845,-11.4426,-15.8899,-22.0605,-31.8789,-2.83411,-15.7113,-0.874648,-48.1739,-3.13872,22.5213,8.7297,50.0407,-34.2962,-42.9281,
2.18,-16.0528,-21.9257,-1.86346,-1.84741,-8.2972,-46.7818,48.912,57.0309,27.6775,52.9508,-11.7292,-15.925,-22.1292,-31.8257,-3.47623,-15.578,-0.851896,-48.249,-3.39089,22.2651,9.29669,50.1179,-35.212,-42.8781,
2.185,-15.8726,-21.858,-1.50052,-1.81092,-9.0264,-46.8586,49.4869,57.2336,27.8814,53.0356,-12.0137,-15.9621,-22.1132,-31.7282,-4.01734,-15.4357,-0.790175,-48.3838,-3.51842,22.0749,9.87061,50.2486,-36.1216,-42.8566,
2.19,-15.5821,-21.7537,-1.04779,-1.77221,-9.67943,-46.9389,49.9149,57.4461,28.0107,53.1217,-12.2866,-15.9954,-22.4105,-31.5735,-4.74305,-15.2728,-0.680121,-48.5506,-3.63444,21.945,10.3279,50.4048,-37.0061,-42.8469,
2.195,-15.241,-21.5935,-0.592699,-1.73045,-10.2155,-47.0004,50.201,57.6474,28.0652,53.1883,-12.536,-16.0183,-22.7008,-31.3471,-5.1009,-15.0786,-0.63668,-48.7272,-3.68351,21.8775,10.6779,50.5665,-37.8498,-42.831,
2.2,-14.8547,-21.3524,-0.228195,-1.68198,-10.5279,-47.0462,50.332,57.8251,28.0554,53.239,-12.7248,-16.0321,-23.2175,-31.0453,-5.75108,-14.8582,-0.500277,-48.9121,-3.66895,21.8755,10.9027,50.7339,-38.5489,-42.8054,
2.205,-14.4255,-21.031,0.190733,-1.62558,-10.6941,-47.0827,50.3079,57.9781,27.9829,53.2799,-12.856,-16.0418,-23.7555,-30.6886,-6.12762,-14.624,-0.384203,-49.114,-3.59337,21.9352,10.9969,50.9164,-39.0874,-42.7769,
2.21,-14.0204,-20.6531,0.478285,-1.56021,-10.6998,-47.1197,50.1533,58.1085,27.8597,53.3199,-12.9132,-16.0544,-24.2713,-30.3131,-6.26292,-14.3944,-0.345432,-49.3423,-3.46863,22.05,10.9648,51.1244,-39.4526,-42.7571,
2.215,-13.6202,-20.2484,0.90379,-1.4869,-10.65,-47.1762,49.9039,58.2342,27.6951,53.3787,-12.9046,-16.071,-24.635,-29.9465,-5.83125,-14.1869,-0.445722,-49.6023,-3.3092,22.2055,10.8214,51.3642,-39.6898,-42.7531,
2.22,-13.3972,-19.8402,1.08867,-1.40971,-10.4525,-47.267,49.6014,58.389,27.5173,53.4745,-12.7709,-16.0799,-25.0024,-29.611,-5.41731,-14.0119,-0.601747,-49.8861,-3.14198,22.3891,10.5865,51.6292,-39.7633,-42.7629,
2.225,-13.3856,-19.4444,0.93516,-1.33173,-10.0085,-47.4001,49.185,58.5992,27.3055,53.6173,-12.5807,-16.0708,-25.4503,-29.3212,-5.43084,-13.8763,-0.657421,-50.1901,-2.99425,22.5965,10.2849,51.9193,-39.6082,-42.7845,
2.23,-13.5594,-19.0816,0.597301,-1.26101,-9.44166,-47.5745,48.6659,58.8729,27.0588,53.8064,-12.3618,-16.0438,-25.9066,-29.0863,-5.64332,-13.7876,-0.685162,-50.52,-2.88005,22.8191,9.94631,52.2429,-39.2563,-42.8192,
2.235,-13.8563,-18.7771,0.251326,-1.20978,-8.91209,-47.7749,48.0834,59.2088,26.7764,54.0249,-12.1571,-15.9996,-26.0121,-28.9192,-5.16811,-13.7544,-0.876806,-50.8672,-2.80253,23.0424,9.60602,52.592,-38.8403,-42.8653,
2.24,-14.2646,-18.5558,-0.110065,-1.18946,-8.41149,-47.9791,47.4656,59.5779,26.4679,54.2485,-11.9852,-15.9454,-25.969,-28.8158,-4.56629,-13.7732,-1.11654,-51.222,-2.77694,23.2634,9.29964,52.9559,-38.4066,-42.917,
2.245,-14.8246,-18.4193,-0.548079,-1.20705,-7.95039,-48.1687,46.8458,59.9441,26.1461,54.4589,-11.8725,-15.8883,-25.7794,-28.748,-3.88204,-13.8244,-1.32943,-51.5923,-2.81598,23.4975,9.05815,53.3397,-38.0015,-42.9712,
2.25,-15.3958,-18.3493,-0.877895,-1.26273,-7.62462,-48.3335,46.2644,60.2864,25.8289,54.6473,-11.8444,-15.8309,-25.639,-28.6796,-3.45657,-13.8808,-1.47323,-51.9832,-2.92157,23.7824,8.90362,53.7451,-37.686,-43.0211,
2.255,-15.9169,-18.3229,-0.97563,-1.34718,-7.49119,-48.4806,45.7746,60.6116,25.5391,54.8218,-11.9169,-15.769,-25.3842,-28.5907,-2.79041,-13.9233,-1.54776,-52.3919,-3.08309,24.1539,8.84607,54.1664,-37.536,-43.0698,
2.26,-16.2951,-18.3097,-0.830086,-1.44453,-7.54376,-48.6245,45.423,60.9292,25.3044,54.9967,-12.0779,-15.6964,-25.3638,-28.491,-2.56881,-13.9536,-1.49411,-52.8116,-3.28636,24.6177,8.88242,54.5947,-37.5719,-43.1307,
2.265,-16.5388,-18.2834,-0.509094,-1.54208,-7.72964,-48.7738,45.2406,61.2254,25.1494,55.1802,-12.304,-15.6087,-25.4339,-28.3977,-2.37452,-13.9806,-1.24833,-53.2329,-3.50969,25.1259,8.99574,55.0183,-37.7859,-43.2175,
2.27,-16.4661,-18.2337,0.199377,-1.63516,-8.10706,-48.9252,45.2552,61.47,25.0936,55.3673,-12.5685,-15.5061,-25.7793,-28.3278,-2.40722,-14.0113,-0.873387,-53.6332,-3.72229,25.624,9.15763,55.4126,-38.1791,-43.3288,
2.275,-16.1455,-18.1748,1.20047,-1.72326,-8.55608,-49.0658,45.4657,61.6381,25.1432,55.5424,-12.8506,-15.4,-26.3404,-28.2847,-2.44094,-14.0364,-0.301752,-53.9941,-3.90153,26.0764,9.33238,55.7588,-38.695,-43.4549,
2.28,-15.5607,-18.1265,2.4127,-1.80474,-9.10299,-49.1862,45.8582,61.7341,25.3021,55.6952,-13.1182,-15.3048,-27.2203,-28.2471,-2.67377,-14.0287,0.39425,-54.3155,-4.02862,26.4715,9.4841,56.0577,-39.276,-43.5808,
2.285,-14.8382,-18.0875,3.62989,-1.876,-9.59769,-49.286,46.3996,61.7833,25.5694,55.8266,-13.3344,-15.2236,-28.5402,-28.1726,-3.46776,-13.9553,1.34464,-54.6007,-4.09929,26.8134,9.57997,56.3152,-39.8182,-43.6864,
2.29,-13.9867,-18.0199,4.70103,-1.92295,-10.0309,-49.3891,47.0605,61.82,25.9352,55.9615,-13.4643,-15.1492,-30.1715,-28.0328,-4.60877,-13.7982,2.38607,-54.8539,-4.10687,27.1122,9.59509,56.5358,-40.2527,-43.7625,
2.295,-13.0744,-17.8907,5.68149,-1.93017,-10.4023,-49.5263,47.8183,61.8687,26.3796,56.1308,-13.504,-15.0775,-31.8658,-27.8323,-5.55825,-13.5624,3.40165,-55.079,-4.04811,27.3765,9.51259,56.7247,-40.5555,-43.8129,
2.3,-12.0723,-17.6949,6.59536,-1.89761,-10.7116,-49.7,48.6331,61.9377,26.8792,56.3381,-13.4441,-15.0037,-33.5764,-27.5878,-6.40429,-13.2689,4.34189,-55.2941,-3.92804,27.6165,9.32415,56.9044,-40.7096,-43.8485,
2.305,-11.1301,-17.4445,7.21726,-1.83756,-10.8776,-49.8987,49.4493,62.0238,27.4049,56.5727,-13.2785,-14.9316,-35.2088,-27.3264,-7.15597,-12.9422,5.17767,-55.5265,-3.75898,27.8588,9.0305,57.1057,-40.6775,-43.8831,
2.31,-10.2424,-17.1627,7.70147,-1.76826,-10.9547,-50.1067,50.2213,62.1288,27.9191,56.8185,-13.0275,-14.861,-36.6051,-27.0874,-7.57948,-12.6098,5.80328,-55.7828,-3.55375,28.1396,8.64451,57.3367,-40.4749,-43.9203,
2.315,-9.55127,-16.8784,7.9167,-1.7084,-10.8858,-50.3115,50.8997,62.2594,28.391,57.0593,-12.6951,-14.7861,-37.6941,-26.9118,-7.67189,-12.3044,6.20462,-56.0502,-3.33476,28.4673,8.19186,57.5845,-40.0841,-43.9612,
2.32,-9.04177,-16.6324,7.93699,-1.67619,-10.7355,-50.5082,51.4265,62.4088,28.7829,57.2879,-12.3225,-14.7059,-38.4289,-26.8216,-7.49243,-12.0463,6.37814,-56.3055,-3.12433,28.836,7.70766,57.8235,-39.5538,-44.0004,
2.325,-8.8359,-16.4563,7.68117,-1.69017,-10.4524,-50.6822,51.7568,62.5567,29.0672,57.4896,-11.9276,-14.6191,-38.8944,-26.814,-7.33562,-11.8362,6.39211,-56.5161,-2.94902,29.2221,7.23001,58.0183,-38.8667,-44.0303,
2.33,-8.84638,-16.3528,7.34193,-1.75493,-10.1696,-50.8177,51.8889,62.6999,29.2238,57.6479,-11.5587,-14.5164,-38.9656,-26.8718,-6.88477,-11.6651,6.18541,-56.6571,-2.81652,29.5966,6.79405,58.1429,-38.1174,-44.042,
2.335,-9.04878,-16.3074,6.94259,-1.86338,-9.88623,-50.9132,51.8237,62.8481,29.2455,57.7621,-11.2346,-14.3946,-38.7178,-26.9657,-6.30252,-11.5133,5.83203,-56.7207,-2.7329,29.919,6.42728,58.1897,-37.3627,-44.0306,
2.34,-9.39968,-16.2892,6.5293,-2.00337,-9.61407,-50.9902,51.5693,63.0033,29.1319,57.8548,-10.9783,-14.2605,-38.2667,-27.0576,-5.7528,-11.3553,5.41777,-56.7225,-2.69605,30.163,6.14468,58.1748,-36.6484,-43.9904,
2.345,-9.82466,-16.271,6.24766,-2.16024,-9.44281,-51.0641,51.1654,63.1554,28.8942,57.9417,-10.8053,-14.1203,-37.6302,-27.1184,-5.0383,-11.1727,4.94191,-56.6861,-2.69349,30.3246,5.95099,58.1237,-36.0539,-43.9117,
2.35,-10.1961,-16.2374,6.28053,-2.3217,-9.35402,-51.1406,50.626,63.2885,28.5392,58.0298,-10.737,-13.9766,-36.9438,-27.1391,-4.32978,-10.9556,4.49387,-56.6271,-2.71355,30.3998,5.83909,58.0548,-35.6101,-43.7896,
2.355,-10.6428,-16.1847,6.16495,-2.47693,-9.22149,-51.2286,49.9882,63.3948,28.1024,58.1301,-10.7492,-13.8335,-36.415,-27.1256,-3.99746,-10.714,4.19063,-56.5505,-2.7443,30.3899,5.7932,57.9784,-35.2919,-43.6276,
2.36,-11.0098,-16.1122,6.20979,-2.61762,-9.14168,-51.3317,49.2861,63.481,27.6089,58.2456,-10.85,-13.6911,-36.0054,-27.0924,-3.75723,-10.4645,3.98264,-56.4549,-2.76772,30.3033,5.79269,57.8965,-35.1149,-43.4322,
2.365,-11.307,-16.024,6.33359,-2.74359,-9.00712,-51.4471,48.5373,63.5573,27.0938,58.3722,-11.0203,-13.5469,-35.855,-27.0557,-3.85922,-10.2245,3.96422,-56.3365,-2.77633,30.1568,5.81357,57.8044,-35.0157,-43.2097,
2.37,-11.6288,-15.9449,6.22781,-2.86708,-8.80962,-51.5628,47.7918,63.6294,26.6021,58.498,-11.2349,-13.3999,-35.924,-27.0426,-4.18708,-10.0216,4.06896,-56.1948,-2.75767,29.9764,5.83376,57.6981,-34.9724,-42.9688,
2.375,-11.7232,-15.8998,6.5061,-3.00657,-8.71954,-51.6602,47.0971,63.6889,26.1572,58.6054,-11.5065,-13.2482,-35.9927,-27.0883,-4.12238,-9.8862,4.1453,-56.0224,-2.69906,29.7838,5.83547,57.5654,-35.028,-42.7202,
2.38,-11.4019,-15.9012,7.34699,-3.17115,-8.69083,-51.7303,46.5216,63.7364,25.8069,58.6848,-11.7475,-13.0883,-35.9562,-27.2205,-3.57722,-9.83621,4.15176,-55.8223,-2.59657,29.6011,5.80679,57.4056,-35.1688,-42.4746,
2.385,-11.4936,-15.9546,6.84851,-3.35892,-8.3819,-51.7711,46.0912,63.7728,25.5991,58.7324,-11.8837,-12.9223,-36.2898,-27.4332,-3.91849,-9.86394,4.30548,-55.6236,-2.46639,29.4514,5.73895,57.2445,-35.2477,-42.2381,
2.39,-11.3018,-16.0618,6.91478,-3.56048,-8.17943,-51.7719,45.775,63.794,25.4988,58.735,-11.9855,-12.7554,-36.5068,-27.701,-3.80119,-9.95182,4.34464,-55.4474,-2.30435,29.3441,5.63073,57.1031,-35.31,-42.0112,
2.395,-10.9025,-16.2158,7.08273,-3.76057,-7.91279,-51.7304,45.5844,63.8017,25.523,58.6883,-12.0054,-12.592,-36.7035,-27.992,-3.78926,-10.0796,4.34775,-55.3011,-2.12028,29.2729,5.48424,56.9888,-35.2912,-41.7941,
2.4,-10.4738,-16.3928,6.91802,-3.94336,-7.53491,-51.6674,45.5061,63.8036,25.6685,58.6136,-11.9361,-12.432,-36.9911,-28.2641,-4.20906,-10.2265,4.41197,-55.1803,-1.92531,29.2185,5.30698,56.8998,-35.1341,-41.5802,
2.405,-10.1552,-16.5579,6.37456,-4.09849,-7.00783,-51.607,45.5395,63.7932,25.9247,58.5372,-11.7944,-12.278,-37.2736,-28.4851,-4.85386,-10.3768,4.46505,-55.0575,-1.72645,29.1644,5.1108,56.8087,-34.8459,-41.3573,
2.41,-9.92688,-16.6871,5.58774,-4.22753,-6.41632,-51.546,45.6967,63.7665,26.2806,58.4593,-11.5975,-12.125,-37.4429,-28.6468,-5.44935,-10.5197,4.45688,-54.9142,-1.52933,29.1088,4.90944,56.6949,-34.4706,-41.1186,
2.415,-9.62804,-16.7763,4.76746,-4.33772,-5.97863,-51.4769,45.9915,63.7221,26.725,58.3747,-11.3601,-11.9729,-37.4759,-28.7574,-5.89529,-10.6534,4.38375,-54.7502,-1.33947,29.0507,4.71659,56.5581,-34.06,-40.8664,
2.42,-9.34971,-16.8421,3.90307,-4.43637,-5.6201,-51.4003,46.4318,63.6655,27.2447,58.2835,-11.0987,-11.8254,-37.3928,-28.834,-6.1922,-10.7891,4.26677,-54.5679,-1.16365,28.9847,4.54605,56.4029,-33.6589,-40.6063,
2.425,-9.11537,-16.9107,3.02289,-4.53438,-5.36147,-51.306,47.019,63.5992,27.824,58.1748,-10.8331,-11.6823,-37.2461,-28.8971,-6.37817,-10.9442,4.1367,-54.368,-1.01137,28.9026,4.40984,56.232,-33.3087,-40.3466,
2.43,-8.95979,-16.9966,2.20276,-4.63889,-5.16741,-51.1771,47.751,63.5276,28.447,58.0322,-10.5892,-11.5378,-37.0202,-28.9557,-6.42228,-11.1264,4.00132,-54.1576,-0.87951,28.8006,4.32874,56.0533,-33.0632,-40.0914,
2.435,-8.81954,-17.0962,1.415,-4.74302,-5.19651,-51.0135,48.6243,63.4477,29.1047,57.8543,-10.3758,-11.3959,-36.828,-29.0001,-6.46949,-11.3305,3.90454,-53.9468,-0.78029,28.6928,4.31136,55.8778,-32.9436,-39.8333,
2.44,-8.72602,-17.1905,0.856184,-4.83547,-5.29723,-50.8334,49.6259,63.3595,29.7855,57.6587,-10.2103,-11.2602,-36.6507,-29.0228,-6.46708,-11.5485,3.85794,-53.7334,-0.718181,28.5855,4.35725,55.7042,-32.966,-39.5648,
2.445,-8.42832,-17.2684,1.08173,-4.90816,-5.51563,-50.6603,50.7168,63.2714,30.4654,57.4703,-10.1284,-11.1328,-36.5141,-29.0224,-6.44051,-11.7747,3.90548,-53.5089,-0.687896,28.4746,4.48031,55.5239,-33.1254,-39.2836,
2.45,-8.29315,-17.3277,1.08621,-4.95738,-5.55128,-50.5136,51.8644,63.1955,31.1504,57.3092,-10.1141,-11.014,-36.7177,-29.0013,-7.24145,-12.008,4.2482,-53.2858,-0.696651,28.3733,4.6737,55.3491,-33.3068,-38.9917,
2.455,-8.32567,-17.3693,0.97064,-4.98124,-5.80274,-50.3961,53.1543,63.1338,31.881,57.18,-10.0664,-10.8933,-36.8389,-28.9631,-7.66183,-12.2521,4.46009,-53.0874,-0.722762,28.2995,4.93114,55.2024,-33.6243,-38.699,
2.46,-8.37011,-17.4033,1.10048,-4.98706,-6.25181,-50.2974,54.5764,63.0969,32.6359,57.0723,-10.031,-10.7577,-36.7765,-28.9163,-7.53846,-12.5131,4.46629,-52.9252,-0.749375,28.2543,5.24263,55.0931,-34.167,-38.4199,
2.465,-8.56125,-17.4409,1.03773,-4.97851,-6.60102,-50.2047,56.1084,63.1014,33.4224,56.9721,-9.96645,-10.6062,-36.7934,-28.8749,-7.67934,-12.7964,4.46136,-52.7879,-0.776811,28.2242,5.59311,55.0067,-34.8289,-38.1596,
2.47,-8.85236,-17.4789,0.842974,-4.95054,-6.92896,-50.1176,57.699,63.1566,34.2217,56.8769,-9.91754,-10.4536,-36.7788,-28.8512,-7.82039,-13.1031,4.35397,-52.6585,-0.789785,28.1876,5.96668,54.9237,-35.5934,-37.9216,
