time,hip_flexion_r,hip_flexion_r_id,hip_adduction_r,hip_adduction_r_id,hip_rotation_r,hip_rotation_r_id,knee_angle_r,knee_angle_r_id,ankle_angle_r,ankle_angle_r_id,hip_flexion_l,hip_flexion_l_id,hip_adduction_l,hip_adduction_l_id,hip_rotation_l,hip_rotation_l_id,knee_angle_l,knee_angle_l_id,ankle_angle_l,ankle_angle_l_id,
0.4,16.6729,7.01566,-44.4361,-45.2995,1.71808,2.56395,-17.3525,-13.0538,-40.4396,-43.1584,4.1201,15.9893,1.73099,0.253874,-0.70023,-6.89779,4.25317,-5.09317,0.350384,1.22089,
0.405,19.1234,6.75018,-41.9868,-43.4603,1.4433,2.16651,-15.8904,-11.1403,-42.6683,-44.6397,3.48851,13.3528,1.90349,0.40791,-0.770353,-6.51273,4.77225,-3.55884,0.0548609,1.07671,
0.41,21.3842,6.46891,-39.5144,-41.9046,1.27814,1.79489,-14.4616,-9.37525,-44.7439,-46.0325,2.78983,10.7676,1.39486,0.302775,-0.804283,-5.98835,5.12144,-2.12979,-0.159582,0.95699,
0.415,22.3158,6.2911,-41.1537,-40.6068,2.22386,1.45065,-13.24,-7.79176,-45.8606,-47.3595,1.86507,8.30631,0.179529,-0.0169146,-0.772104,-5.354,5.27171,-0.828562,-0.302408,0.86258,
0.42,23.8057,6.34082,-39.0954,-39.4928,1.54055,1.12896,-12.1377,-6.42796,-47.5096,-48.6369,1.67322,6.02518,0.0606592,-0.503933,-0.749741,-4.64069,5.37764,0.330988,-0.384573,0.793306,
0.425,22.2635,6.68067,-35.9719,-38.4553,1.15955,0.816277,-11.1515,-5.29817,-49.0531,-49.8727,1.1611,3.96396,-0.671876,-1.11202,-0.698868,-3.87903,5.44079,1.34259,-0.410638,0.748173,
0.43,24.9706,7.28249,-35.1542,-37.4042,1.25117,0.504918,-10.236,-4.37665,-50.5175,-51.0765,0.737299,2.1476,-0.969432,-1.79809,-0.613621,-3.0979,5.47688,2.20612,-0.388783,0.725551,
0.435,24.2943,8.04118,-33.0693,-36.2893,0.998793,0.19207,-9.4797,-3.60179,-51.4603,-52.2688,0.516754,0.589059,-1.82671,-2.52319,-0.536126,-2.32373,5.49837,2.92604,-0.322026,0.723372,
0.44,25.3415,8.81541,-31.5324,-35.0964,0.801521,-0.123248,-8.92905,-2.90202,-51.7343,-53.466,-0.222692,-0.70834,-1.84364,-3.25357,-0.501771,-1.57972,5.53429,3.51008,-0.217869,0.739306,
0.445,26.7263,9.50616,-31.2465,-33.853,0.487432,-0.436524,-8.50554,-2.23177,-52.4949,-54.6739,-0.729995,-1.74816,-2.88267,-3.96117,-0.413283,-0.885427,5.55979,3.96798,-0.0867235,0.770916,
